0.000000000000000000e+00,-1.515940409683426333e+04
2.083333333333333218e-02,4.534763569715608901e+04
4.166666666666666435e-02,4.907490236472617107e+04
6.250000000000000000e-02,4.810155312052001682e+04
8.333333333333332871e-02,3.507057818505395699e+04
1.041666666666666574e-01,3.806932200330941123e+04
1.250000000000000000e-01,4.578456076220192335e+04
1.458333333333333148e-01,4.247683391147362272e+04
1.666666666666666574e-01,3.254162617554450480e+04
1.875000000000000000e-01,3.494456549777912005e+04
2.083333333333333148e-01,4.187724840119831060e+04
2.291666666666666574e-01,4.031962412411848345e+04
2.500000000000000000e-01,3.863814088089498546e+04
2.708333333333333148e-01,3.864054697704799764e+04
2.916666666666666297e-01,3.844635025790089276e+04
3.125000000000000000e-01,4.027322226632294769e+04
3.333333333333333148e-01,3.501499459632030630e+04
3.541666666666666297e-01,3.372774528118722083e+04
3.750000000000000000e-01,4.165654727243763045e+04
3.958333333333333148e-01,4.175906711435166653e+04
4.166666666666666297e-01,3.874818644857980689e+04
4.375000000000000000e-01,3.543371764526833431e+04
4.583333333333333148e-01,4.324083778181781236e+04
4.791666666666666297e-01,4.180797902888982208e+04
5.000000000000000000e-01,3.214329363269226451e+04
5.208333333333332593e-01,3.437507057259647991e+04
5.416666666666666297e-01,4.506813079350277258e+04
5.625000000000000000e-01,4.173952649705042131e+04
5.833333333333332593e-01,3.463565722710706177e+04
6.041666666666666297e-01,3.519704641124469345e+04
6.250000000000000000e-01,3.873945777777962940e+04
6.458333333333332593e-01,3.889866380405505333e+04
6.666666666666666297e-01,3.867705039872672933e+04
6.875000000000000000e-01,3.722819969247144036e+04
7.083333333333332593e-01,4.280256384049181361e+04
7.291666666666666297e-01,4.070942014329247468e+04
7.500000000000000000e-01,3.532951009449511912e+04
7.708333333333332593e-01,3.609289036293835670e+04
7.916666666666666297e-01,4.190434546652175050e+04
8.125000000000000000e-01,4.367790494766991469e+04
8.333333333333332593e-01,3.683359145063575124e+04
8.541666666666666297e-01,3.417856028867640998e+04
8.750000000000000000e-01,4.360990943817848165e+04
8.958333333333332593e-01,3.919786162593552581e+04
9.166666666666666297e-01,3.796160453020528075e+04
9.375000000000000000e-01,3.508936255766249815e+04
9.583333333333332593e-01,4.146107999134033162e+04
9.791666666666666297e-01,4.077440731401545054e+04
1.000000000000000000e+00,3.548357914887488005e+04
1.020833333333333259e+00,3.521689702430303441e+04
1.041666666666666519e+00,4.178776066296636418e+04
1.062500000000000000e+00,4.176785202262857638e+04
1.083333333333333259e+00,3.597422737400149344e+04
1.104166666666666519e+00,3.665784778888967412e+04
1.125000000000000000e+00,3.845116061362571782e+04
1.145833333333333259e+00,4.136117632153892919e+04
1.166666666666666519e+00,3.867451430123893806e+04
1.187500000000000000e+00,3.555276933781197295e+04
1.208333333333333259e+00,3.852332888663515041e+04
1.229166666666666519e+00,4.125195751589087740e+04
1.250000000000000000e+00,3.703437632321815181e+04
1.270833333333333259e+00,3.498977103559143143e+04
1.291666666666666519e+00,3.864188916172649624e+04
1.312500000000000000e+00,4.508523698068096564e+04
1.333333333333333259e+00,3.539175549441731710e+04
1.354166666666666519e+00,3.548850239630124997e+04
